dataset,N,N_indexed,overlay_model,revocation_scope,user_type,frac,seed,p_accessible_after_revocation,score_frontier_expand_return_leakage,drift10_before_after,overlay_selected,effective_view_class_count,memory_ratio_vs_shared
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.3,0,False,0.0,0.01244,revoked-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.3,1,False,0.0,0.009658,revoked-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.3,2,False,0.0,0.011853,revoked-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.3,3,False,0.0,0.011108,revoked-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.3,4,False,0.0,0.011643,revoked-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.3,5,False,0.0,0.012013,revoked-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.3,6,False,0.0,0.0106,revoked-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.3,7,False,0.0,0.011145,revoked-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.3,8,False,0.0,0.012152,revoked-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.3,9,False,0.0,0.01411,revoked-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.3,0,True,0.0,0.036317,role-shared-overlay-warning,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.3,1,True,0.0,0.031015,role-shared-overlay-warning,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.3,2,True,0.0,0.03957,role-shared-overlay-warning,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.3,3,True,0.0,0.034018,role-shared-overlay-warning,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.3,4,True,0.0,0.048062,role-shared-overlay-warning,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.3,5,True,0.0,0.038306,role-shared-overlay-warning,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.3,6,True,0.0,0.03776,role-shared-overlay-warning,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.3,7,True,0.0,0.035486,role-shared-overlay-warning,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.3,8,True,0.0,0.032745,role-shared-overlay-warning,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.3,9,True,0.0,0.031441,role-shared-overlay-warning,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.3,0,True,0.0,0.002459,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.3,1,True,0.0,0.000865,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.3,2,True,0.0,0.001263,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.3,3,True,0.0,0.001351,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.3,4,True,0.0,0.001985,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.3,5,True,0.0,0.00102,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.3,6,True,0.0,0.001968,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.3,7,True,0.0,0.002798,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.3,8,True,0.0,0.002377,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.3,9,True,0.0,0.002525,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.3,0,True,0.0,0.002917,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.3,1,True,0.0,0.001389,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.3,2,True,0.0,0.002295,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.3,3,True,0.0,0.00241,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.3,4,True,0.0,0.000745,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.3,5,True,0.0,0.003056,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.3,6,True,0.0,0.003593,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.3,7,True,0.0,0.001658,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.3,8,True,0.0,0.00366,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.3,9,True,0.0,0.003372,own-effective-view,142,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.4,0,False,0.0,0.009617,revoked-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.4,1,False,0.0,0.011595,revoked-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.4,2,False,0.0,0.017005,revoked-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.4,3,False,0.0,0.008686,revoked-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.4,4,False,0.0,0.014582,revoked-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.4,5,False,0.0,0.012925,revoked-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.4,6,False,0.0,0.013285,revoked-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.4,7,False,0.0,0.014549,revoked-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.4,8,False,0.0,0.01058,revoked-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.4,9,False,0.0,0.011696,revoked-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.4,0,True,0.0,0.035549,role-shared-overlay-warning,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.4,1,True,0.0,0.037535,role-shared-overlay-warning,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.4,2,True,0.0,0.041526,role-shared-overlay-warning,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.4,3,True,0.0,0.040699,role-shared-overlay-warning,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.4,4,True,0.0,0.040658,role-shared-overlay-warning,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.4,5,True,0.0,0.041604,role-shared-overlay-warning,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.4,6,True,0.0,0.034379,role-shared-overlay-warning,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.4,7,True,0.0,0.036011,role-shared-overlay-warning,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.4,8,True,0.0,0.041151,role-shared-overlay-warning,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.4,9,True,0.0,0.041316,role-shared-overlay-warning,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.4,0,True,0.0,0.003026,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.4,1,True,0.0,0.001264,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.4,2,True,0.0,0.003366,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.4,3,True,0.0,0.002393,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.4,4,True,0.0,0.00401,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.4,5,True,0.0,0.002807,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.4,6,True,0.0,0.001929,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.4,7,True,0.0,0.002897,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.4,8,True,0.0,0.001932,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.4,9,True,0.0,0.003296,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.4,0,True,0.0,0.002831,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.4,1,True,0.0,0.00369,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.4,2,True,0.0,0.002551,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.4,3,True,0.0,0.003164,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.4,4,True,0.0,0.00124,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.4,5,True,0.0,0.000444,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.4,6,True,0.0,0.003778,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.4,7,True,0.0,0.001843,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.4,8,True,0.0,0.002961,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.4,9,True,0.0,0.002203,own-effective-view,182,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.5,0,False,0.0,0.014412,revoked-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.5,1,False,0.0,0.015191,revoked-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.5,2,False,0.0,0.016267,revoked-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.5,3,False,0.0,0.013011,revoked-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.5,4,False,0.0,0.015745,revoked-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.5,5,False,0.0,0.015606,revoked-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.5,6,False,0.0,0.013286,revoked-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.5,7,False,0.0,0.012863,revoked-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.5,8,False,0.0,0.015258,revoked-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,revoked_user,0.5,9,False,0.0,0.012621,revoked-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.5,0,True,0.0,0.049039,role-shared-overlay-warning,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.5,1,True,0.0,0.043697,role-shared-overlay-warning,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.5,2,True,0.0,0.045185,role-shared-overlay-warning,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.5,3,True,0.0,0.042974,role-shared-overlay-warning,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.5,4,True,0.0,0.050298,role-shared-overlay-warning,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.5,5,True,0.0,0.041321,role-shared-overlay-warning,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.5,6,True,0.0,0.044216,role-shared-overlay-warning,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.5,7,True,0.0,0.040157,role-shared-overlay-warning,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.5,8,True,0.0,0.045948,role-shared-overlay-warning,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,same_role_still_authorized,0.5,9,True,0.0,0.045505,role-shared-overlay-warning,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.5,0,True,0.0,0.004634,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.5,1,True,0.0,0.002696,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.5,2,True,0.0,0.002783,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.5,3,True,0.0,0.002607,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.5,4,True,0.0,0.004599,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.5,5,True,0.0,0.002885,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.5,6,True,0.0,0.004365,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.5,7,True,0.0,0.004005,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.5,8,True,0.0,0.002089,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,different_role_still_authorized,0.5,9,True,0.0,0.002817,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.5,0,True,0.0,0.00155,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.5,1,True,0.0,0.002783,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.5,2,True,0.0,0.002411,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.5,3,True,0.0,0.003525,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.5,4,True,0.0,0.003659,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.5,5,True,0.0,0.002897,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.5,6,True,0.0,0.003721,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.5,7,True,0.0,0.001875,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.5,8,True,0.0,0.003148,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,user-level-within-same-role,ancestor_descendant_still_authorized,0.5,9,True,0.0,0.002382,own-effective-view,222,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,revoked_user,0.1,0,False,0.0,0.008602,revoked-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,revoked_user,0.1,1,False,0.0,0.007612,revoked-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,revoked_user,0.1,2,False,0.0,0.006318,revoked-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,revoked_user,0.1,3,False,0.0,0.004022,revoked-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,revoked_user,0.1,4,False,0.0,0.006606,revoked-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,revoked_user,0.1,5,False,0.0,0.005347,revoked-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,revoked_user,0.1,6,False,0.0,0.007308,revoked-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,revoked_user,0.1,7,False,0.0,0.00769,revoked-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,revoked_user,0.1,8,False,0.0,0.010504,revoked-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,revoked_user,0.1,9,False,0.0,0.006987,revoked-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,same_role_still_authorized,0.1,0,True,0.0,0.023945,role-shared-overlay-warning,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,same_role_still_authorized,0.1,1,True,0.0,0.030934,role-shared-overlay-warning,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,same_role_still_authorized,0.1,2,True,0.0,0.02875,role-shared-overlay-warning,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,same_role_still_authorized,0.1,3,True,0.0,0.032735,role-shared-overlay-warning,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,same_role_still_authorized,0.1,4,True,0.0,0.028131,role-shared-overlay-warning,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,same_role_still_authorized,0.1,5,True,0.0,0.028566,role-shared-overlay-warning,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,same_role_still_authorized,0.1,6,True,0.0,0.025003,role-shared-overlay-warning,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,same_role_still_authorized,0.1,7,True,0.0,0.03157,role-shared-overlay-warning,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,same_role_still_authorized,0.1,8,True,0.0,0.027081,role-shared-overlay-warning,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,same_role_still_authorized,0.1,9,True,0.0,0.021573,role-shared-overlay-warning,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,different_role_still_authorized,0.1,0,True,0.0,0.001526,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,different_role_still_authorized,0.1,1,True,0.0,0.003259,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,different_role_still_authorized,0.1,2,True,0.0,0.001103,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,different_role_still_authorized,0.1,3,True,0.0,0.000577,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,different_role_still_authorized,0.1,4,True,0.0,0.002443,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,different_role_still_authorized,0.1,5,True,0.0,0.002311,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,different_role_still_authorized,0.1,6,True,0.0,0.002138,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,different_role_still_authorized,0.1,7,True,0.0,0.001395,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,different_role_still_authorized,0.1,8,True,0.0,0.001356,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,different_role_still_authorized,0.1,9,True,0.0,0.001187,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,ancestor_descendant_still_authorized,0.1,0,True,0.0,0.002512,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,ancestor_descendant_still_authorized,0.1,1,True,0.0,0.001817,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,ancestor_descendant_still_authorized,0.1,2,True,0.0,0.002291,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,ancestor_descendant_still_authorized,0.1,3,True,0.0,0.001531,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,ancestor_descendant_still_authorized,0.1,4,True,0.0,0.001169,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,ancestor_descendant_still_authorized,0.1,5,True,0.0,0.001505,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,ancestor_descendant_still_authorized,0.1,6,True,0.0,0.001239,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,ancestor_descendant_still_authorized,0.1,7,True,0.0,0.001316,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,ancestor_descendant_still_authorized,0.1,8,True,0.0,0.003904,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,ancestor_descendant_still_authorized,0.1,9,True,0.0,0.001872,own-effective-view,62,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,revoked_user,0.2,0,False,0.0,0.00868,revoked-effective-view,102,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,revoked_user,0.2,1,False,0.0,0.011427,revoked-effective-view,102,1.0
MS-MARCO-RBAC,8000000,8000000,pure-per-role-overlay,mixed-role-plus-individual-exception,revoked_user,0.2,2,False,0.0,0.009404,revoked-effective-view,102,1.0
