dataset,N,N_indexed,method,task_subset,llm,embedding_model,chunk_size,chunk_overlap,top_k,prompt_template,temperature,decoding,prompt_id,sample_size,unauthorized_context_count,retrieval_recall_at_10,mrr,ndcg,f1,em
LegalBench-RAG,1200000,1200000,Tombstone,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,2,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,3,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,4,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,5,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,6,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,7,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,8,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,9,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,0,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,1,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,2,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,3,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,4,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,5,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,6,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,7,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,8,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,9,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,0,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,1,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,2,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,3,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,4,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,5,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,6,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,7,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,8,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,9,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,0,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,1,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,2,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,3,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,4,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,5,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,6,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,7,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,8,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Tombstone,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,9,500,0,0.9326,0.704,0.774,0.5276,0.394
LegalBench-RAG,1200000,1200000,Post-filter,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,0,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,1,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,2,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,3,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,4,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,5,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,6,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,7,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,8,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,confidential_qa,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,9,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,0,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,1,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,2,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,3,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,4,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,5,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,6,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,7,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,8,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,privileged_contracts,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,9,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,0,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,1,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,2,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,3,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,4,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,5,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,6,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,7,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,8,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,statute_retrieval,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,9,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,0,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,1,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,2,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,3,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,4,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,5,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,6,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,7,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,8,500,0,0.9261,0.699,0.769,0.5236,0.389
LegalBench-RAG,1200000,1200000,Post-filter,mixed_tiers,pinned-open-generator-7b,BGE-large-en-v1.5,512,64,10,fixed_rag_prompt_v1,0.0,greedy,9,500,0,0.9261,0.699,0.769,0.5236,0.389
