dataset,N,N_indexed,query_id,method,step,node_id,node_type,is_revoked,access_predicate_checked,distance_scored,frontier_inserted,node_expanded,result_returned,bypass_edge_used,frontier_size_after_step,candidate_score
LegalBench-RAG,1200000,1200000,9,Tombstone,11,authorized_9_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,9,Tombstone,12,authorized_9_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,9,Lethe,1,authorized_9_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,9,Lethe,2,authorized_9_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,9,Lethe,3,authorized_9_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,9,Lethe,4,revoked_bridge_9_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,9,Lethe,5,revoked_bridge_9_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,9,Lethe,6,authorized_9_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,9,Lethe,7,authorized_9_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,9,Lethe,8,authorized_9_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,9,Lethe,9,authorized_9_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,9,Lethe,10,authorized_9_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,9,Lethe,11,authorized_9_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,9,Lethe,12,authorized_9_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,10,Tombstone,1,authorized_10_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,10,Tombstone,2,authorized_10_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,10,Tombstone,3,authorized_10_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,10,Tombstone,4,revoked_bridge_10_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,10,Tombstone,5,revoked_bridge_10_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,10,Tombstone,6,authorized_10_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,10,Tombstone,7,authorized_10_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,10,Tombstone,8,authorized_10_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,10,Tombstone,9,authorized_10_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,10,Tombstone,10,authorized_10_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,10,Tombstone,11,authorized_10_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,10,Tombstone,12,authorized_10_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,10,Lethe,1,authorized_10_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,10,Lethe,2,authorized_10_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,10,Lethe,3,authorized_10_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,10,Lethe,4,revoked_bridge_10_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,10,Lethe,5,revoked_bridge_10_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,10,Lethe,6,authorized_10_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,10,Lethe,7,authorized_10_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,10,Lethe,8,authorized_10_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,10,Lethe,9,authorized_10_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,10,Lethe,10,authorized_10_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,10,Lethe,11,authorized_10_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,10,Lethe,12,authorized_10_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,11,Tombstone,1,authorized_11_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,11,Tombstone,2,authorized_11_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,11,Tombstone,3,authorized_11_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,11,Tombstone,4,revoked_bridge_11_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,11,Tombstone,5,revoked_bridge_11_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,11,Tombstone,6,authorized_11_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,11,Tombstone,7,authorized_11_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,11,Tombstone,8,authorized_11_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,11,Tombstone,9,authorized_11_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,11,Tombstone,10,authorized_11_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,11,Tombstone,11,authorized_11_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,11,Tombstone,12,authorized_11_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,11,Lethe,1,authorized_11_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,11,Lethe,2,authorized_11_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,11,Lethe,3,authorized_11_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,11,Lethe,4,revoked_bridge_11_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,11,Lethe,5,revoked_bridge_11_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,11,Lethe,6,authorized_11_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,11,Lethe,7,authorized_11_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,11,Lethe,8,authorized_11_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,11,Lethe,9,authorized_11_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,11,Lethe,10,authorized_11_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,11,Lethe,11,authorized_11_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,11,Lethe,12,authorized_11_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,12,Tombstone,1,authorized_12_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,12,Tombstone,2,authorized_12_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,12,Tombstone,3,authorized_12_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,12,Tombstone,4,revoked_bridge_12_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,12,Tombstone,5,revoked_bridge_12_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,12,Tombstone,6,authorized_12_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,12,Tombstone,7,authorized_12_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,12,Tombstone,8,authorized_12_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,12,Tombstone,9,authorized_12_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,12,Tombstone,10,authorized_12_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,12,Tombstone,11,authorized_12_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,12,Tombstone,12,authorized_12_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,12,Lethe,1,authorized_12_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,12,Lethe,2,authorized_12_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,12,Lethe,3,authorized_12_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,12,Lethe,4,revoked_bridge_12_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,12,Lethe,5,revoked_bridge_12_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,12,Lethe,6,authorized_12_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,12,Lethe,7,authorized_12_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,12,Lethe,8,authorized_12_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,12,Lethe,9,authorized_12_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,12,Lethe,10,authorized_12_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,12,Lethe,11,authorized_12_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,12,Lethe,12,authorized_12_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,13,Tombstone,1,authorized_13_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,13,Tombstone,2,authorized_13_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,13,Tombstone,3,authorized_13_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,13,Tombstone,4,revoked_bridge_13_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,13,Tombstone,5,revoked_bridge_13_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,13,Tombstone,6,authorized_13_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,13,Tombstone,7,authorized_13_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,13,Tombstone,8,authorized_13_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,13,Tombstone,9,authorized_13_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,13,Tombstone,10,authorized_13_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,13,Tombstone,11,authorized_13_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,13,Tombstone,12,authorized_13_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,13,Lethe,1,authorized_13_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,13,Lethe,2,authorized_13_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,13,Lethe,3,authorized_13_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,13,Lethe,4,revoked_bridge_13_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,13,Lethe,5,revoked_bridge_13_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,13,Lethe,6,authorized_13_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,13,Lethe,7,authorized_13_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,13,Lethe,8,authorized_13_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,13,Lethe,9,authorized_13_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,13,Lethe,10,authorized_13_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,13,Lethe,11,authorized_13_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,13,Lethe,12,authorized_13_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,14,Tombstone,1,authorized_14_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,14,Tombstone,2,authorized_14_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,14,Tombstone,3,authorized_14_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,14,Tombstone,4,revoked_bridge_14_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,14,Tombstone,5,revoked_bridge_14_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,14,Tombstone,6,authorized_14_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,14,Tombstone,7,authorized_14_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,14,Tombstone,8,authorized_14_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,14,Tombstone,9,authorized_14_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,14,Tombstone,10,authorized_14_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,14,Tombstone,11,authorized_14_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,14,Tombstone,12,authorized_14_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,14,Lethe,1,authorized_14_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,14,Lethe,2,authorized_14_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,14,Lethe,3,authorized_14_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,14,Lethe,4,revoked_bridge_14_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,14,Lethe,5,revoked_bridge_14_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,14,Lethe,6,authorized_14_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,14,Lethe,7,authorized_14_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,14,Lethe,8,authorized_14_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,14,Lethe,9,authorized_14_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,14,Lethe,10,authorized_14_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,14,Lethe,11,authorized_14_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,14,Lethe,12,authorized_14_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,15,Tombstone,1,authorized_15_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,15,Tombstone,2,authorized_15_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,15,Tombstone,3,authorized_15_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,15,Tombstone,4,revoked_bridge_15_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,15,Tombstone,5,revoked_bridge_15_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,15,Tombstone,6,authorized_15_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,15,Tombstone,7,authorized_15_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,15,Tombstone,8,authorized_15_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,15,Tombstone,9,authorized_15_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,15,Tombstone,10,authorized_15_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,15,Tombstone,11,authorized_15_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,15,Tombstone,12,authorized_15_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,15,Lethe,1,authorized_15_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,15,Lethe,2,authorized_15_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,15,Lethe,3,authorized_15_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,15,Lethe,4,revoked_bridge_15_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,15,Lethe,5,revoked_bridge_15_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,15,Lethe,6,authorized_15_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,15,Lethe,7,authorized_15_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,15,Lethe,8,authorized_15_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,15,Lethe,9,authorized_15_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,15,Lethe,10,authorized_15_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,15,Lethe,11,authorized_15_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,15,Lethe,12,authorized_15_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,16,Tombstone,1,authorized_16_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,16,Tombstone,2,authorized_16_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,16,Tombstone,3,authorized_16_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,16,Tombstone,4,revoked_bridge_16_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,16,Tombstone,5,revoked_bridge_16_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,16,Tombstone,6,authorized_16_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,16,Tombstone,7,authorized_16_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,16,Tombstone,8,authorized_16_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,16,Tombstone,9,authorized_16_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,16,Tombstone,10,authorized_16_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,16,Tombstone,11,authorized_16_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,16,Tombstone,12,authorized_16_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,16,Lethe,1,authorized_16_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,16,Lethe,2,authorized_16_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,16,Lethe,3,authorized_16_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,16,Lethe,4,revoked_bridge_16_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,16,Lethe,5,revoked_bridge_16_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,16,Lethe,6,authorized_16_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,16,Lethe,7,authorized_16_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,16,Lethe,8,authorized_16_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,16,Lethe,9,authorized_16_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,16,Lethe,10,authorized_16_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,16,Lethe,11,authorized_16_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,16,Lethe,12,authorized_16_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,17,Tombstone,1,authorized_17_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,17,Tombstone,2,authorized_17_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,17,Tombstone,3,authorized_17_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,17,Tombstone,4,revoked_bridge_17_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,17,Tombstone,5,revoked_bridge_17_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,17,Tombstone,6,authorized_17_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,17,Tombstone,7,authorized_17_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,17,Tombstone,8,authorized_17_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,17,Tombstone,9,authorized_17_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,17,Tombstone,10,authorized_17_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,17,Tombstone,11,authorized_17_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,17,Tombstone,12,authorized_17_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,17,Lethe,1,authorized_17_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,17,Lethe,2,authorized_17_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,17,Lethe,3,authorized_17_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,17,Lethe,4,revoked_bridge_17_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,17,Lethe,5,revoked_bridge_17_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,17,Lethe,6,authorized_17_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,17,Lethe,7,authorized_17_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,17,Lethe,8,authorized_17_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,17,Lethe,9,authorized_17_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,17,Lethe,10,authorized_17_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,17,Lethe,11,authorized_17_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,17,Lethe,12,authorized_17_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,18,Tombstone,1,authorized_18_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,18,Tombstone,2,authorized_18_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,18,Tombstone,3,authorized_18_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,18,Tombstone,4,revoked_bridge_18_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,18,Tombstone,5,revoked_bridge_18_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,18,Tombstone,6,authorized_18_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,18,Tombstone,7,authorized_18_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,18,Tombstone,8,authorized_18_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,18,Tombstone,9,authorized_18_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,18,Tombstone,10,authorized_18_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,18,Tombstone,11,authorized_18_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,18,Tombstone,12,authorized_18_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,18,Lethe,1,authorized_18_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,18,Lethe,2,authorized_18_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,18,Lethe,3,authorized_18_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,18,Lethe,4,revoked_bridge_18_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,18,Lethe,5,revoked_bridge_18_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,18,Lethe,6,authorized_18_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,18,Lethe,7,authorized_18_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,18,Lethe,8,authorized_18_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,18,Lethe,9,authorized_18_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,18,Lethe,10,authorized_18_10,authorized,False,False,True,True,False,True,False,30,1.05
